GeneID	GSM2090431	GSM2090432	GSM2090433	GSM2090434	GSM2090435	GSM2090436	GSM2090437	GSM2090438	GSM2090439	GSM2090440	GSM2090441	GSM2090442	GSM2090443	GSM2090444	GSM2090445	GSM2090446	GSM2090447	GSM2090448
105374851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374852	0.9885	1.181	0.4927	1.683	1.316	0.4039	1.092	1.272	0.9208	1.093	0.8334	0.5027	0	0.2499	0.3117	0.1978	0.4282	0.09093
51315	20.57	16.96	17.69	20.41	18.7	13.35	28.61	25.21	20.84	23.64	23.57	22.82	40.81	35.24	37.47	42.95	36.81	41.82
150572	0	0	0	0	0	0	0	0	0	0.0539	0	0	0	0	0	0	0	0
100616447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55258	0.5756	0.2642	0.07876	0.9226	0.1262	0.155	1.571	0.6101	0.1204	0.5243	0.3108	0.2009	0.8154	0.2796	0.09966	0.6639	0.05133	0.5668
344167	3.96	2.964	1.925	1.275	3.377	10.35	0	0	0.7707	0.9152	0.8526	1.403	0	0	0	0	0	0
200523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928371	6.055	5.464	5.254	5.347	6.327	4.948	4.574	3.68	5.355	5.006	4.159	5.588	9.692	8.389	7.214	8.346	6.848	13.74
9451	13.25	11.04	14.89	13.34	14.76	8.869	11.62	9.268	14.65	13.84	12.58	12.8	22.87	19.62	21.51	21.28	20.34	26.96
101928403	0.1262	0.2814	0.1468	0.43	0.1568	0.5778	0	0	0.2993	0.8886	0	0.4494	0.7601	1.787	0.3716	1.238	0.7655	0.9754
102724805	0.05958	0.06642	0.2079	0.1353	0.37	0	0.1418	0.0671	0.2119	0.08388	0.3126	0.07071	0.4484	0	0.3507	0	0.09033	0.07673
22934	46.21	46.45	72.71	58.15	39.8	26.28	53.99	63.94	82.67	65.58	55.26	36.82	34.29	38.56	45.79	33.08	31.31	30.65
105374853	0	0.1858	0.2907	0	0	0.09534	0	0.1877	0.1976	0.2346	0.1093	0	0	0.09829	0.2453	0	0	0
645784	0.388	0.2162	0.3384	15.42	0.3614	0.222	0.3462	0.6554	1.15	19.8	0.5088	0.1151	0	0.4577	0.7137	15.08	0.147	0.7495
105374855	0	0	0	0.09862	0	0.09938	0	0	0.3089	0	0	0	0	0	0	0	0	0
100616399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374854	0.1277	0.1067	0.07425	0.03624	0.03965	0.03652	0.1139	0.03595	0.07568	0.1348	0.08373	0.03788	0.04805	0.113	0.04698	0.04471	0	0.04111
3514	3140	2252	3081	2141	1071	1508	3088	3102	4338	3625	2644	3097	3357	4178	3036	2465	2552	3235
28946	194.4	137.9	272.4	150.5	43.91	146.6	199.8	149.3	288.1	230.2	156.5	204.5	299.3	297.1	156.1	105.2	174.2	290.2
28947	265.1	182.2	308.3	165.5	71.35	136.5	205	54.74	309.1	236.4	173.8	225.5	212.8	370	305.6	111.4	241.1	239
28948	181.2	123.1	128.5	140.5	71.35	91	131.4	109.5	188.6	236.4	156.5	146.8	339.2	291.9	195.1	148.5	140.7	159.3
28949	292.7	206.4	325.5	161.3	96.26	78.81	333	286.1	515.5	400	197.6	275.9	518.4	452	253.4	271.3	215.4	266.1
28950	6155	4211	5920	4279	2344	2583	6372	6459	7889	6506	5308	5647	3944	5045	4649	2940	3999	4046
28908	8.788	5.156	4.842	8.928	9.193	12.17	2.201	0	6.032	5.86	7.279	3.842	0.6962	1.091	0	0	0	0
28907	10.22	8.137	5.094	12.71	4.836	23.39	2.895	5.481	5.77	6.851	6.383	7.508	4.395	1.148	2.149	0.6816	0	1.253
28905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28299	0	0	0.5564	0	0	0	0	0	0	0	1.882	0	0	0	0	0	0	0
28943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7101	0	0	0
28942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6267
28941	0	0	0	0.5431	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28940	0	0	0	0.5431	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28913	0	0	0	0	0	0.5568	0	0	0	0	0	0	0	0	0	0	0	0
28938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45	0
28926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28912	0	0	1.122	0	0	0.552	0	0	0	0	1.266	0	2.179	0.5691	0	4.73	0	0
28906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28922	0	0	0	0	0.5745	0	0	0	0	0	0	0	0	0	0	0	0	0
28935	0	0	0	0	0	0	0	0	0	0	1.255	0	0	0	0	0	0	0
28921	0	0	0	0.5295	0	0	0	0	0	0	0	0	0.702	0	0	0	0	1.201
28920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985910	0.1033	0.3453	0.1201	0.1172	0.5131	0	0	0	0	0	0.1354	0.1225	0	0	0	0	0	0
28919	0	0.5199	0	0.5295	0.5793	0	0	0	0	0	0	0	0	0	0	0	0	0
28910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28930	0	0	0	3.259	3.565	0	0	0	0	0	0	0	0	0	0	0	0	0
28916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985911	1.409	1.13	1.016	1.183	0.8398	0.5479	1.408	1.935	1.202	1.745	1.847	1.07	3.18	3.09	2.736	3.275	3.972	2.648
101927050	0.291	0.3244	0	0.6608	0.7229	0	0.3462	0.3277	0	0.4097	0	0.3453	0	0	0	0.8151	0.4411	0.7495
105374862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28893	0	0	0	5.974	4.159	0	0	0	0	0	0	0	0	0	0	0	0	0
28879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28881	0	1.04	0	0.5295	1.738	0.5336	0	0	0	0	0	0	0	0	0	0	0	0
28882	0	0	0	0	0.5761	0	0	0	0	0	0	0	0	0	0	0	0	0
28883	0	0	0	0.531	0	0	0	0	0	0	0	0	0.704	0	0	0	0	1.205
28898	0	0	0	0	0	0	0	0	0	0	1.251	0	0	0	0	0	0	0
28884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28885	0	0	0.5424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6758	0	0
28887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7252	0
28901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28875	0	0	0	0	0	0.5568	0	0	0	0	0	0	0	0	0	0	0	0
28889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28903	0	0	0	0.5431	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28904	0	0	0.5564	0	0	0.5473	0	0	0.5671	0	0	0	0	0	0	0	0	0
28877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101060017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101930047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101926969	0	0.06512	0.06795	0.06633	0.07257	0	0.06951	0.06579	0.06926	0.08225	0.07662	0	0.08793	0.06891	0.08598	0.08183	0	0
654342	1.665	1.547	0.6456	2.836	3.447	0.3175	2.642	1.563	0.658	3.126	5.095	0	0.4177	2.619	0.8169	1.555	2.524	0.7148
107985798	0.8111	0.4521	0.7075	1.151	1.259	0.696	0.9651	1.142	0	0.8564	0.5319	0.7219	0.9157	0.9568	0.8953	1.136	0.6148	1.045
105374868	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0.1881	0	0.2233	0	0
645367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
728034	0.06664	0.07428	0.155	0.07566	0.08278	0.1144	0.07929	0.07505	0.079	0.04691	0.0437	0.07908	0	0.07861	0.09807	0.04667	0	0.04291
107985915	0	0	0	0	0	0	0	0	0	0.0625	0	0	0	0	0	0.06218	0	0
100133920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100509620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
729171	0.04575	0.051	0	0.05194	0	0.05234	0	0	0	0	0	0	0	0.05397	0.06733	0	0	0
442028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150483	0	0	0	0	0	0	0	0	0	0	0.09418	0	0	0	0	0	0	0
105373487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4118	0	0	0.3435	0.3353	0.3669	0	0.7028	0.1663	1.05	0.8316	0.1937	0	10.67	1.916	1.956	3.93	3.134	1.521
105373488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3802	0	0	0
64969	18.1	19.58	16.82	18.04	23.53	16.1	17.21	20.44	20.18	19.05	22.52	18.97	20.21	23.85	24.76	26.53	21.63	27.56
84874	0.5826	0.7144	0.4518	1.036	0.3377	0.5778	0.6702	0.9405	0.5756	0.5742	0.6877	1.06	1.228	1.81	1.629	2.203	0.53	1.276
7549	2.041	1.034	1.133	1.791	1.786	1.168	2.098	1.986	1.32	1.698	1.521	1.321	1.955	2.189	2.321	2.014	1.688	2.091
150696	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03939	0	0.04677	0	0.08601
30818	0	0	0	0	0	0	0	0	0	0	0	0	0.07034	0	0	0.06545	0	0
51011	3.248	2.263	2.644	3.012	2.118	1.889	2.673	2.591	3.209	2.401	2.875	2.313	5.582	6.45	7.33	5.801	5.006	5.612
653192	0.2898	0.2154	0.3371	0	0	0.9948	0	0	0	0	0	0	0	0	0	0	0	0
107985917	0.2963	0.1981	0.2067	0.157	0.04907	0.06779	0.329	0.1112	0.3278	0.08342	0.3108	0.2813	0.1784	0.2563	0.2325	0.3596	0.08983	0.3307
129868	0.1976	0.1102	0.2299	0	0	0.4523	0	0	0	0	0	0	0	0	0	0	0	0
105373490	0	0	0	0.04176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101926959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105373492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150759	0.6441	1.137	1.311	2.377	0.7334	0.9212	1.469	0.9672	2.036	1.889	1.126	1.401	1.777	2.849	3.081	4.135	1.465	4.009
400986	0.3279	0.4341	0.8582	1.117	0.7892	0.3752	0.5365	0.3462	0.8504	0.4328	0.887	0.6567	1.141	1.04	1.508	1.493	0.6214	1.504
729234	0.9853	1.538	1.146	1.566	1.713	1.127	0.9379	1.776	0.7009	1.11	1.551	1.169	3.856	2.789	6.38	3.312	2.988	6.091
150763	0.4621	0.3434	0.3583	0.9327	0.3827	0.47	0.672	0.4048	0.6087	0.5783	0.8081	1.036	1.082	0.6662	2.116	1.223	0.3892	1.851
105373493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105373494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151	0.1817	0.05064	0	0.2063	0.05643	0.104	0	0.05116	0	0	0	0	0	0	0	0	0	0
431705	0.07924	0.3091	0.1843	0.3598	0.3445	0.1813	0.4714	0.3123	0.1409	0.2231	0.4676	0.2351	0.4174	0	0.05831	0.05549	0.1201	0
1844	19.22	18.92	20.4	30.39	34.06	28.39	45.84	22.06	17.8	25.61	47.34	32.43	25.83	8.252	8.786	13.46	19.94	6.487
56910	116.3	119.5	119.5	161.9	147.8	90.22	171.1	149.1	137	132.8	159.1	128.7	152.2	168.1	171.2	162.4	151.2	164.5
285033	4.329	4.751	5.114	5.991	3.529	3.173	6.278	6.476	5.935	5.428	4.968	5.78	7.026	6.224	8.761	7.011	6.563	5.488
109623481	0	0	0	0	1.682	0	0	0	0	0	0	0	4.076	0	0	0	0	0
55654	39.95	39.9	39.74	48.31	47.37	35.52	47.25	45.53	39.07	41.04	48.5	36.24	39.76	32.28	39.11	41.19	35.14	39.53
9391	29.09	28.62	28.07	27.26	29.57	21.89	32.68	31.07	28.17	25.39	32.02	27.09	39.01	39.87	45.56	39.09	36.89	46.56
23020	103.1	115.8	104.8	107.9	114.8	82.75	117.7	136.9	120.8	109.1	123.3	119.5	124.2	139.1	137.5	133.2	113.9	143.8
150771	0.5213	1.007	0.7276	1.065	1.209	0.676	0.9511	1.135	0.618	0.6361	1.686	0.6187	3.296	1.271	1.739	2.58	1.897	1.387
23397	0.02778	0.1858	0.1616	0.1577	0.03451	0.09537	0.09918	0.3442	0.3294	0.07823	0.3279	0.06594	0.6691	0.09832	0.2862	0.1167	0.1685	0.2147
93082	2.547	5.512	2.876	4.508	10.52	9.172	2.764	5.147	1.599	4.219	12.77	5.601	0.1128	0	0	0	0	0
105373496	0.3816	0	0	0	0.474	0	0	0	0	0.5372	0	0	0	0.9002	0	0	0	0.4914
10865	65.38	69.72	59.95	65.29	60.94	60.44	63.54	72.27	65.86	80.24	70.65	67	35.4	52.63	49.07	38.97	34.99	43.72
55683	16.61	21.8	18.91	26.73	29.53	19.91	24.72	22.97	18.18	18.39	26.55	21.14	17.93	13.51	14.67	13.89	11.93	15.11
90342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81562	17.68	20.37	16.13	20.3	26.29	14.74	19.95	17.32	20.65	21.29	24.23	17.16	13.36	15.82	20.51	13.72	14.55	19.13
26504	4.527	4.977	4.796	4.436	5.392	4.115	4.021	4.47	5.808	4.103	3.741	3.827	8.354	6.218	7.803	7.904	7.38	8.785
100422928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100506036	0	0.451	0	0	0	0	0	0	0.4796	0	0	0	1.218	0.4772	1.786	0.5667	0	0.521
26505	2.794	3.437	1.821	3.582	3.052	1.24	3.468	2.984	2.456	2.374	2.59	2.515	12	9.717	10.78	9.547	7.011	9.646
200539	0.2599	0.507	0.3023	0.8115	0.4036	0.3717	0.4639	0.5854	0.1541	0.4574	1.363	0.2313	1.369	0.8431	1.434	2.002	0.6895	2.008
51239	14.12	19.09	10.51	11.97	11.69	8.83	16.57	16.75	12.27	9.275	14.07	7.595	21.25	23.98	25.21	25.05	15.12	22.79
54910	0.721	0.6989	0.4375	1.495	1.246	0.6456	2.499	1.094	0.4831	0.8385	2.22	1.228	9.248	4.215	4.244	8.342	9.077	9.043
51252	0	0	0	0	0	0	0	0	0	0	0	0	0.2409	0	0	0.2802	0.06066	0.1546
101927053	0	0	0	0	0	0	0	0	0	0	0	0	0.2236	0	0	0.2081	0	0
151313	1.007	0.8416	0.9269	1.048	0.8336	0.7198	0.8484	1.181	1.044	1.181	1.045	0.6471	2.904	2.276	2.654	2.174	2.607	2.323
375248	0.4606	0.2567	0.523	0.8965	0.5313	0.4392	0.4959	0.1853	0.7931	0.5558	0.5322	0.5596	1.156	0.6857	1.517	1.674	0.6318	1.511
100506076	0.8072	0.4499	0.7041	1.146	1.003	0.4618	1.681	0.2273	0.4785	0.5682	0.2647	0.9579	1.215	1.19	2.673	2.261	0.9178	2.079
107985920	0	0	0	0.2622	0	0	0	0	0.1369	0	0	0	0.1738	0	0.1699	0.1617	0	0
100506123	0.7135	0.5302	0.2766	1.35	0.5908	0.2721	2.264	0.2678	0	0.6696	0.3119	1.411	1.074	1.403	2.8	2.332	2.163	3.063
57730	0.3243	0.3457	0.4263	0.7843	0.5079	0.3226	0.4194	0.2858	0.6519	0.5954	0.7026	0.5521	0.9549	0.6819	1.349	1.461	0.6626	1.089
105373499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1329	170.3	214	196.7	185.9	157.8	112.8	223.5	315.4	193.9	194.2	206.5	165.5	170.3	216.7	234.9	219.5	195.1	200.6
10120	21.17	24.12	24.7	28.51	26.8	11.54	28.77	28.36	27.08	24.92	29.25	18.86	54.79	53.81	64.28	55.94	50.62	58.74
728537	0.1571	0	0.1218	0.05944	0.1301	0.1198	0.1869	0	0.1862	0.07371	0.06866	0	0.2364	0.1853	1.002	0.5866	0.5556	0.3371
7535	0.1499	0.3102	0.3984	0.3646	0.2925	0.1715	0.3057	0.434	0.2284	0.3617	0.5334	0.2032	2.674	0.4545	0.4726	0.7196	0.2921	0.4135
23505	112.6	137.7	96.97	137.7	143.9	79.76	182.4	184.9	104.8	95.13	164.3	121.7	45.98	50.73	49.57	55.95	47.93	53.11
107985921	13.74	16.85	12.79	19.15	20.95	11.01	22.3	23.5	14.51	13.19	19.17	15.57	5.265	6.189	5.883	6.474	4.545	7.561
105373501	0	0.8828	0	0	0	0	0	0	0.9389	0	0	0	0	0	0	0	0	0
200403	0.3116	0.3184	0.2114	0.2359	0.129	0.1485	0.309	0.6141	0.2155	0.2924	0.2724	0.5547	0	0	0	0	0	0
1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3631	12.41	10.27	7.435	7.631	6.16	5.82	9.704	16.34	10.4	9.36	8.3	9.234	61.09	51.21	61.09	74.55	73.1	72.51
493753	11.67	6.662	10.48	10.45	5.891	4.45	11.06	9.508	10.01	8.013	9.206	8.443	18.85	17.34	24.01	21.79	21.14	23.58
25972	37.97	42.89	40.73	39.61	35.05	31.85	38.46	37.41	33.76	36.84	37.85	34.55	49.62	46.75	48.51	43.48	39.08	54.01
11320	10.27	10.28	11.78	14.68	16.91	8.026	12.14	10.32	11.21	11.12	18.55	10.99	21.65	25.13	25.52	22.52	10.99	26.39
107985922	0.1532	0	0	0	0	0	0	0	0	0	0	0	0.2306	1.084	0.6764	0.2146	0.4645	0.5919
101927070	0.07931	0	0.1845	0.09005	0	0.2722	0.2831	0	0.09403	0.4466	0	0.09412	8.595	12.16	9.571	9.887	2.044	13.28
343990	0.03053	0.03403	0.03551	0.06933	0.05689	0.0524	0	0.01719	0.0724	0.08597	0.04004	0.01812	0.6434	0.9364	0.7639	0.6843	0.2546	1.278
80705	0.5829	0.3119	0.5695	0.3706	0.2317	0.3735	0.5826	0.3676	0.4976	0.3282	0.3364	0.5257	1.263	1.293	0.9951	0.5878	0.3181	1.832
150590	0.2054	0	0	0	0	0.1175	0.2444	0.1157	0	0	0	0	0.7728	0.2423	0.1511	0.2877	0	0.2645
51601	2.084	2.416	2.715	3.218	3.21	2.862	2.083	1.408	2.767	2.699	2.843	2.968	4.643	2.852	4.049	3.737	4.297	5.368
129531	17.53	21.42	21.62	24.46	19.28	12.44	21.99	24.74	20.66	22.3	17.59	18.67	19.87	20.93	22.53	20.71	21.77	19.31
51263	15.71	15.23	13.91	15.17	13.31	11.35	18.33	15.48	16.61	13.27	14.8	15.27	19.09	20.01	20.06	20.31	18.19	19.65
254773	0	0.06473	0.06754	0.03296	0.03606	0	0	0	0.03442	0.04087	0	0	0	0.03425	0	0	0	0
129530	0.5423	0.3022	0	0.2309	0.3368	0.1551	0.5646	0.229	0.3214	0.3817	0.2667	0.3218	0.6122	0.5597	0.4988	0.8545	0.5138	0
10190	40.85	44.32	44.08	54.14	53.15	37.05	51.19	48.98	41.98	39.47	48.89	45.99	25.13	28.95	27.89	35.35	34.85	31.3
107985923	1.213	2.704	0.8061	1.18	1.722	0.3965	2.474	1.171	0.2054	1.22	2.045	1.234	0.5216	0.4088	1.275	0	1.576	0.4463
9669	54.19	65.4	63.64	60.6	82.32	52.13	67.75	73.02	71.87	62.99	78.71	74.24	33.54	36.19	35.68	41.82	39.55	40.37
51455	3.457	5.65	5.489	5.491	7.165	2.978	4.298	5.162	5.871	4.347	5.833	4.448	5.73	5.43	6.574	6.501	5.476	5.653
3899	0.8489	1.323	3.077	0.4211	0.2764	0.7733	0.6374	0.7055	2.541	0.8587	0.5405	1.037	8.498	9.81	11.67	10.76	5.898	12.17
105373504	0.02994	0.03337	0.06964	0.06798	0	0.06851	0	0	0	0	0	0	0.1352	0.1413	0.08812	0.1258	0	0.07711
112268421	0	0.07009	0.2925	0.0238	0.02603	0.04796	0	0	0.1988	0.08852	0	0.09949	0.347	0.2967	0.1851	0.2936	0.3495	0.2969
150577	0	0	0	0	0	0	0	0	0	0.07588	0	0	0	0	0	0	0	0
164832	0	0	0	0	0	0.02538	0	0	0.01315	0.01561	0	0	0.5509	0.2355	0.5876	3.48	0.3195	0.9284
9486	5.336	5.523	5.27	5.192	4.681	4.118	5.593	6.2	6.878	6.2	4.221	6.583	8.923	8.641	8.476	12.51	7.511	10.03
129521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105373506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79031	29.45	32.92	28.35	36.94	36.07	24.75	36.93	36.54	28.21	28.11	33.17	32.19	26.17	29.93	29.51	38.92	39.61	29.04
105373507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105373508	0	0	0	0	0	0	0	0	0	0.316	0	0	0	0	0	0	0	0
4862	0	0.02158	0	0	0	0	0	0.0218	0	0	0	0	0.02914	0	0.05698	0	0	0.02493
101927142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61	0	0.2804
6160	287.1	263.9	277.3	289.7	256.1	176.4	370.2	357	323.4	352.5	322.5	269.4	573.6	556.8	592.3	523.5	560.3	541.3
11138	6.539	5.956	6.4	4.014	4.425	5.383	2.878	4.91	5.011	5.464	4.218	4.543	12	16.56	26.02	15.56	12.61	21.6
105373510	0.6567	0.244	0.2546	0.9942	0.5438	0	0.5209	0.9861	0.519	0.3082	1.435	0.5195	2.306	1.808	2.577	2.453	2.987	2.537
100506286	0.2033	0.3021	0.1576	0.2308	0	0	0.1612	0.5342	0.08033	0.2862	0.4443	0.2412	0.306	0.6394	0.8975	0.0949	0.2054	0.2618
55571	57.15	68.31	63.59	72.99	63.35	51.94	72.92	87.44	62.13	64.66	72.58	68.45	35.17	46.3	49.91	59.56	44.33	59.24
105373511	3.793	2.725	3.431	4.689	3.455	2.604	4.413	4.272	3.198	3.916	3.979	3.801	3.679	4.275	3.473	3.66	3.833	4.993
284996	11.47	10.18	13.24	11.07	13.49	10.39	6.307	7.774	13.19	8.35	9.679	9.466	25.68	24.73	24.73	30.65	26.2	26.62
692205	2.946	6.567	3.426	0	3.659	1.685	0	3.317	6.984	2.073	0	3.496	6.651	12.16	6.503	12.38	6.698	13.28
105373512	0.2448	0	0.5693	0	0.608	0.5601	0	0	0	0	0	0.2904	0.7368	0	1.801	0.6856	0	0.3152
100847007	0	2.202	0	0	7.361	6.78	0	0	0	0	0	0	0	0	0	0	0	0
200407	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02392	0	0	0	0
731220	0	0	0	0	0	0	0	0	0.05565	0	0.06156	0	0.1413	0.05537	0	0	0	0.1813
107985925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105373514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9448	118.1	143.3	115.5	143.7	152	123	177	185.6	127.2	132.6	181.5	170.5	76.25	78.87	78.6	84.45	104.5	86.67
100506328	0	0.1879	0	0	0	0	0	0	0	0	0	0	0.2537	0	0	0	0	0
7850	0	0	0.04521	0.1324	0.04829	0	0.06938	0	0.09217	0.05473	0.102	0.1615	4.915	1.101	2.689	3.839	5.717	2.779
107985926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3554	1.263	2.373	2.707	1.686	2.368	4.759	0.7364	0.5576	0.4989	0.3485	0.552	0.3819	3.689	0.438	0.255	1.63	1.013	0.542
8808	0	0.06969	0	0.03549	0.03883	0.1431	0	0.03521	0	0	0	0	0.09411	0	0	0.1751	0.09478	0
9173	0.06299	0.2458	0.03663	0.143	0.1956	0.3243	0.1124	0.1064	0	0.1774	0.4957	0.03738	3.461	0.3715	0.0927	1.147	0.7639	0.4867
8809	19.3	19.09	40.87	10.06	13.53	18.96	9.837	11.48	42.73	17.66	11.16	24.86	50.88	54.13	59.6	57.46	51.14	71.77
