GeneID	GSM7113703	GSM7113704	GSM7113705	GSM7113706	GSM7113707	GSM7113709	GSM7113710	GSM7113711	GSM7113713	GSM7113714	GSM7113716	GSM7113717	GSM7113718
731075	0	0.02918	0.03057	0.05492	0.1321	0	0.1154	0.2127	0.1627	0.03153	0.05754	0.5894	0.2075
58508	7.393	10.78	8.88	16.22	7.026	7.97	18.7	6.501	17.56	13.15	6.59	23.41	32.55
220832	23.31	19.49	25.65	18.9	19.18	3.348	3.173	6.786	15.77	17.72	29.41	0.5334	4.015
100128822	2.312	2.003	1.274	1.616	1.295	1.085	1.485	1.651	2.632	1.391	2.045	11.96	9.794
105375574	0	0	0	0	0	0	0	0	0	0	0	0	0
7516	0.09506	0.2772	0.08935	0.3411	0.2895	0.1155	0.3584	0.2332	0.523	0.5068	0.3153	0.1436	10.77
57180	0.5059	0.5749	0.4279	0.8257	0.7532	0.541	0.5086	0.4044	0.3374	0.6701	0.6861	1.664	2.233
102723686	0	0	0	0	0	0	0	0	0	0	0	0	0
105375577	0	0	0	0	0	0	0	0	0	0	0	0	0
103724390	0	0	0	0	0	0	0	0	0	0	0	0	0.1794
105375578	0	0	0	0	0	0	0	0	0	0	0	0	0
105375579	0	0	0	0	0	0	0	0	0	0	0	0	0
107986750	0	0	0	0	0	0	0	0	0	0	0	0	0
1804	0	0	0	0	0	0	0	0	0	0	0	0	0
107986722	0	0.02539	0	0	0	0	0	0	0	0	0	0	0
101929998	0	0	0	0	0	0	0	0	0	0	0	0	0.3146
107984014	0	0	0	0	0	0	0	0	0	0	0	0	0
105375582	0	0	0.04684	0	0	0	0	0	0	0	0	0	0
112267989	0	0	0.01048	0	0	0	0	0.01216	0	0	0	0	0.03559
105375581	0	0	0	0	0	0	0	0	0	0	0	0	0
105375580	0	0	0	0	0	0	0	0	0	0	0	0	0
100132707	7.027	10.14	9.786	8.143	8.646	7.452	9.293	6.755	10.16	10.84	8.701	11.7	11.41
22976	3.568	3.731	3.242	4.61	2.935	1.897	3.777	2.944	4.437	3.993	3.522	7.283	12.7
202781	1.048	0.4927	0.61	1.391	0.473	0.5339	1.196	1.143	1.299	0.7743	0.8832	2.815	2.867
100128264	0	0	0	0	0	0	0	0	0	0	0	0	0
3361	0	0	0	0	0	0	0	0	0	0	0	0	0
105375584	0	0	0	0	0	0	0	0	0	0	0	0	0
105375586	0	0	0	0	0	0.02965	0	0	0	0	0	0	0
105375587	0	0	0	0	0	0	0	0	0	0	0	0.4258	0.05623
105375588	0	0	0	0	0	0	0	0.05844	0	0	0	0.9175	1.283
105375589	0	0	0	0	0.1895	0	0	0	0	0	0	0.4228	0.2233
105375591	1.758	1.334	1.017	0.8562	1.739	1.512	2.579	1.179	1.015	1.835	1.854	1.225	2.265
3638	174.8	154	148.5	141.1	108.4	211.8	250.2	152.8	204.6	207.6	173.2	33.6	219.5
105375592	0	0	0	0	0	0	0	0	0	0	0	0	0
338436	0	0	0	0	0	0	0	0	0	0	0	0.04656	0.5164
105375593	0	0	0	0	0.1519	0	0	0	0.2246	0	0	0	0.8954
100286906	0	0	0	0	0	0	0	0	0	0	0	0	0.1396
105375594	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	0	0	0	0	0	0	0	0	0	0	0	0.2664
107986863	0	0	0	0	0	0	0	0	0	0	0	0	0
285888	0	0.02471	0	0	0	0	0	0	0	0	0	0	0.08789
100506302	4.175	3.819	3.616	4.838	3.878	1.512	2.106	0.4462	1.638	2.46	1.81	5.028	9.403
155435	5.662	7.028	5.87	8.767	7.708	5.42	11.32	7.798	10.07	7.698	6.967	32.41	30.24
6469	0	0	0	0	0.01943	0	0	0	0	0	0.02539	0.0289	0.2977
389602	0	0	0	0	0	0	0	0	0	0	0	0	0.3986
105375597	0	0	0	0	0	0	0	0	0	0	0	0	0
105375603	0	0	0	0	0	0	0	0	0	0	0	0	0
105375602	0	0	0	0	0	0	0	0	0	0	0	0	0
105375601	0	0	0	0	0	0	0	0	0	0	0	0	0
105375599	0	0	0	0	0	0	0	0	0	0	0	0	0
285889	0	0	0	0	0	0	0	0	0.04204	0	0	0	0
100506380	0.8435	0.9896	1.677	0.986	1.186	1.482	0.8921	0.7073	0.9411	1.698	0.9756	0.6532	2.07
112268012	0	0	0	0	0	0	0	0	0	0	0	0.04594	0
64433	0	0	0	0	0	0	0	0	0	0.3597	0	0	0
140545	0.6633	0.4515	0.4515	0.5407	0.8978	0.3335	0.3652	0.5984	0.5491	0.5099	0.5462	1.151	1.678
101927858	0.08019	0.09592	0.07537	0.1128	0.1085	0.1039	0.04742	0.1165	0.05348	0.07773	0.1891	0.7266	0.6822
64327	8.099	7.351	8.534	7.304	6.977	8.059	7.083	7.198	8.273	8.765	8.25	8.202	10.99
102723795	0.0891	0.03997	0	0	0	0	0.03952	0	0	0.08637	0.07881	0.08971	0
105375604	0	0	0	0	0	0	0	0	0	0	0	0	0
105375605	0	0	0	0	0	0	0	0	0	0	0	0	0
64434	4.035	6.084	3.719	7.023	3.865	3.078	8.15	3.316	7.359	5.716	3.377	9.547	18
3110	0	0	0	0	0	0	0	0	0	0	0	0	0.3447
105375606	0	0	0	0	0	0	0	0	0	0	0	0	0
645249	0	0	0	0	0	0	0	0	0	0	0	0	0.1833
105375607	0.3367	0.3021	0.2373	0.2843	0.4557	0.1637	0.1493	0.367	0.2526	0.1632	0.7445	0	0
9690	61.94	60.55	61.74	60.98	57.27	62.09	69.42	61.34	55.64	58.37	57.47	44.75	58.59
10049	69.93	67.19	66.67	73.19	66.22	139.1	151.8	142.1	69.26	65.01	70.8	47.07	70.17
101927914	0	0	0	0	0	0	0	0	0	0	0	0	0
105375610	0	0	0	0	0	0	0	0	0	0	0	0	0.0982
5799	0.1069	0.09113	0.03517	0.1489	0.05065	0	0.07114	0.05828	0.2513	0.1555	0.1986	0.3283	3.121
406945	0	0	0	0	0	0	0	0	0	0	0	0	0
105375615	0.1872	0.03358	0.03518	0.1896	0.05066	0.03639	0.1992	0.04081	0.2621	0.03628	0	0.07537	0.9554
105375614	0	0	0	0.02765	0	0	0.02905	0	0.03276	0	0	0	0.7837
100506585	3.532	3.452	1.486	3.738	2.533	2.895	6.196	3.678	7.013	6.106	6.923	4.856	6.643
105375613	0	0	0	0	0	0	0	0	0	0	0	0	0
693180	0	0	0	0	0	0	0	0	0	0	0	0	0
105375616	0	0	0	0	0	0	0.08333	0	0	0	0	0	0
100847032	0	0	0	0	0	0	0	0	0	0	0	0	0
54892	3.383	3.424	3.247	3.91	3.648	2.497	2.792	2.366	8.704	7.715	8.208	4.134	47.56
57488	29.16	25.27	27.85	24.58	28.83	26.97	20.26	23.95	29.09	32.28	31.87	32.12	80.22
105379752	0	0	0	0.03515	0.05635	0.01349	0.08618	0	0.01388	0.0269	0.01227	0.2236	0.4206
55112	1.455	1.668	1.912	1.854	2.061	1.926	2.307	1.498	2.103	2.077	1.764	2.618	3.848
154822	0.02825	0.1014	0	0	0	0	0.02506	0	0.02826	0	0	0	0
7434	0	0	0.01528	0	0	0	0	0	0	0	0	0.0491	0.1037
101927506	0.1132	0.2844	0.1915	0.3632	0.1226	0.1321	0.3816	0.2221	0.4077	0.3731	0.2002	1.869	0.6501
441308	0	0	0	0	0	0	0	0	0	0	0	0	0
644128	2.683	3.163	3.056	2.199	2.333	2.094	1.79	1.836	2.958	3.588	2.304	1.578	3.624
169270	0.4353	0.7605	0.4091	0.8898	0.3721	0.4454	0.691	0.5245	0.55	0.2887	0.4863	0.9226	2.997
101927566	0	0	0	0	0	0	0	0	0	0	0	0	0
105377773	0.3315	0.5949	0	0.2799	0.2244	0.3223	0.5882	0.3614	0.1658	0.3214	0.2932	0	0.2644
157693	0.05651	0.0507	0.07967	0	0.1147	0.02747	0.02506	0.0308	0.08479	0.08216	0.07497	0.1707	0.1352
26260	3.244	3.078	3	3.287	3.614	2.9	2.686	3.293	3.074	3.181	3.879	2.898	3.652
157695	0	0	0	0	0	0	0.04734	0.02909	0	0	0	1.075	0.1277
157697	0.7375	0.9909	1.007	1.818	1.172	1.145	2.301	1.224	1.483	1.003	0.9249	10.59	5.42
9228	0	0.03699	0.07751	0.07833	0.05581	0.1203	0.06401	0.1011	0.07218	0.07994	0.02735	0	0.04933
401442	0	0	0	0	0	0	0	0	0	0	0	0	0
105377777	0	0	0	0	0	0	0	0	0	0	0	0	0
112268020	0	0	0	0	0	0	0	0	0	0	0	0	0
286083	0	0	0	0	0	0	0	0	0	0	0	0	0
105379585	0	0	0	0	0	0	0	0	0	0	0	0	0
105377775	0	0	0	0	0	0	0	0	0	0	0	0	0
105379586	0	0	0	0	0	0	0	0	0	0	0	0	0
100507435	0	0	0	0	0	0	0	0	0	0	0	0	0
105377778	1.019	1.163	2.351	1.173	2.758	1.981	2.301	2.525	2.687	2.604	2.458	0.09326	0.2955
2055	19.28	15.41	17.03	23.82	20.35	17.41	26.53	13.73	18.47	18.79	19.4	9.379	7.015
101927752	12.06	17.87	17.82	15.61	19.55	16.51	16.54	12.97	14.76	19.07	17.97	16.38	9.367
100500912	1.667	0	0	0	0	1.621	0	0	0	1.616	1.475	0	0
105377779	0	0	0	0.04711	0.07552	0	0	0	0	0.05409	0	0.05618	0
693181	0	0	0	0	0	0	0	0	0	0	0	0	0
9639	0.09218	0.2316	0.1386	0.1401	0.1996	0.1255	0.3107	0.201	0.3135	0.1966	0.212	0.2784	7.706
100131395	0	0	0	0	0	0	0.02467	0	0.01391	0.01348	0	0	0.1774
9920	1.16	1.396	1.411	1.129	1.367	0.1327	0.1574	0.2083	1.516	1.866	1.485	21.6	24.69
101928058	0	0	0	0	0	0	0	0	0	0	0	0	0.2229
104266957	0	0	0	0	0	0	0	0	0	0	0	0	0
9172	0.2038	0.8125	0.5745	0.4396	0.7967	0.4182	0.4017	0.8391	0.6115	0.4609	0.9612	0.3191	0.2889
102465695	0	0	0	0	0	0	0	0	0	0	0	0	0
105377781	0	0.06172	0	0	0	0.06688	0	0	0	0	0	0.06927	0
105377782	0	0	0.02302	0	0	0	0	0	0	0	0	0	0
107986880	0	0	0	0	0	0	0	0	0	0	0	0	0
105377783	0	0	0	0	0	0	0	0	0	0	0	0	0
105377784	0	0	0	0	0	0	0	0	0	0	0	0	0
101927815	0	0.04056	0	0.1527	0	0	0	0	0.1357	0.1315	0.03999	0.04552	0.1442
107986865	0	0.04263	0	0.08024	0	0	0	0	0	0.1842	0	0	0.8339
105377785	0.01887	0.0677	0.05319	0.1115	0	0	0.1172	0	0.151	0.03657	0.01669	0.09497	0.7825
105377786	0	0.08789	0.01841	0.1158	0	0	0.03476	0	0.0588	0.01899	0	0.0789	0.2813
64478	0.007139	0.1025	0.03355	0.03014	0	0.06246	0	0	0.2428	0.1522	0.006314	0.2588	0.02278
105377792	0	0	0	0	0	0	0	0	0	0	0	0	0
105377791	0	0	0	0	0	0	0	0	0	0	0	0	0
105377790	0	0	0	0	0	0	0	0	0	0	0	0	0
105377789	0	0	0	0	0	0	0	0	0	0	0	0	0
107986907	0	0	0	0	0	0	0	0	0	0	0	0	0
105377793	0	0	0	0	0	0	0	0	0	0	0	0	0
105377794	0	0	0	0	0	0	0	0	0	0	0	0	0
107986908	0	0	0	0	0	0	0.02637	0	0	0	0	0	0
105377795	0	0	0	0	0	0	0	0	0	0	0	0	0
105377796	0	0	0	0	0	0	0	0	0	0	0	0	0
105377797	0.3048	0	0	0	0	0	0	0	0	0	0	0	0
100287015	0.2354	0.2112	0.2213	0.3578	0.4461	0.2747	0.3342	0.462	0.1884	0.4108	0.2082	0.7585	1.202
79648	1.532	1.499	1.675	1.329	1.535	1.773	2.673	2.023	1.773	1.525	1.539	2.213	3.751
285	0.02082	0.03736	0.07827	0.1406	0.1127	0.1012	0.2032	0.09078	0.1041	0.08072	0.01841	0.2935	0.2657
100507530	0.05488	0.1477	0.1805	0.09267	0.2228	0.1067	0.1704	0.1795	0.2745	0.07979	0.1699	0.3315	0.4815
102465861	0	0	0	0	0	0	0	0	0	0	0	0	1.865
55326	13.52	14.86	12.36	13.22	14.79	23.08	19.5	26.72	17.51	15.6	21.32	12.34	51.85
100616348	0	0	0	0	0	0	0	0	0	0	0	0	0
100616372	0	0	0	0	0	0	0	0	0	0	0	0	0
107986909	0	0	0	0	0	0	0	0	0	0	0	0	0.07667
389610	0	0.01456	0	0	0	0	0	0	0	0	0	0	0.1295
100652791	0	0	0	0	0	0	0	0	0	0	0	0	0.4902
1672	0.3024	0.5425	0	0	0	0	0	0	0	0	0	0	79.59
1671	0	0	0	0	0	0	0	0	0	0	0	0	0
1669	0	0	0.3631	0	0	0	0	0	0	0	0	32.28	8.012
449491	0	0	0	0	0	0	0	0	0	0	0	0.4005	0
449492	0	0	0	0	0	0	0	0	0	0	0	0	0
449493	0	0	0	0	0	0	0	0	0	0	0	0	0
1667	0.7957	0.1785	0.7478	0.1679	0.2692	0	0.1765	0.2168	0.7959	0.1928	0.3519	263.2	98.37
170949	0	0	0	0	0	0	0	0	0	0	0	0	0
728358	0.8368	0.1877	0.7865	0.1766	0.2831	0	0.1856	0.228	0.8371	0.2028	0.37	276.7	103.5
100287083	0	0	0	0	0	0	0	0	0	0	0	0	0
1668	1.179	0.3526	0.5541	0.1659	0.266	0	0.1743	0	0.9829	0.1905	0.3476	229.7	84.64
724068	0	0	0	0	0	0	0	0	0	0	0	0	0.6009
1670	0	0	0	0	0	0	0	0	0	0	0	1.76	0.3984
105377799	0	0	0	0	0	0	0	0	0	0	0	0	0
105377803	1.006	0.4511	1.418	0.849	0.6805	0	0.223	0.2741	0.7545	1.95	0.2224	0	0
101928095	0	0	0.01608	0	0	0.03327	0.1821	0.01865	0	0.01658	0.01513	1.395	0.2456
349196	0	0.03539	0.03708	0	0	0	0	0	0	0	0	0	0.06294
100128890	0.07896	0.2361	0.1732	0.1555	0.3206	0.07676	0.1167	0.1435	0.2633	0.1531	0.2561	0.106	0.5458
641517	0	0	0	0	0	0	0	0	0	0	0	0	0
401447	0	0	0	0	0	0	0	0	0	0	0	0	0
645402	0	0	0	0	0	0	0	0	0	0	0	0	0
100131980	0	0	0	0	0	0	0	0	0	0	0	0	0.04964
100289462	0	0	0	0	0	0	0	0	0	0	0	0	0
55894	0	0	0	0	0	0	0	0	0	0	0	0	0
10407	0	0	0	0	0	0	0	0	0	0	0	0	0
503618	0	0	0	0	0	0	0	0	0	0	0	0	0
503841	0	0	0	0	0	0	0	0	0	0	0	0	0
504180	0	0	0	0	0	0	0	0	0	0	0	0	0
503614	0	0	0	0	0	0	0	0	0	0	0	0	0
105377801	0	0	0	0	0	0	0	0	0	0	0	0	0
100131608	0	0	0	0	0	0	0	0	0	0.04469	0	0	0
441317	0	0	0	0	0	0	0	0	0	0	0	0	0
105377800	0	0	0	0.0745	0	0	0	0	0	0	0	0	0
107986910	0	0	0	0	0	0.1008	0.2299	0	0	0.05023	0	1.304	0.1653
101929400	0	0	0	0.02614	0	0.0301	0.1373	0	0	0	0	1.029	0.1482
105379215	0.083	0.07447	0	0	0	0	0	0	0	0	0	0	0
107986912	0	0	0	0	0	0	0	0	0	0	0	0	0
441328	0	0	0	0	0	0	0	0	0.1869	0	0	0	0
100133251	0	0	0	0	0	0	0	0	0	0.04878	0	0	0
105379216	0	0	0	0	0	0	0	0	0	0	0	0	0
245910	0	0	0	0	0	0	0	0	0	0	0	0	0
245908	0	0	0	0	0	0	0	0	0	0	0	0	0
245909	0	0	0	0	0	0	0	0	0	0	0	0	0
140596	0	0	0	0	0	0	0	0	0	0	0	0	0
653423	0	0	0	0	0	0	0	0	0	0	0	0	0
414325	0	0	0	0	0	0	0	0	0	0	0	0	0
1673	0	0	0	0	0	0	0	0	0	0	0	0	0
100132396	0	0	0	0	0	0	0	0	0	0	0	0	0.1499
100132103	0.07907	0.1419	0	0.1335	0.214	0	0.07014	0.08619	0	0.2299	0.06993	0	0.1261
392188	0	0	0	0	0	0	0	0	0	0	0	0	0
645836	0	0	0	0	0	0	0	0	0	0	0	0	0
100302186	0	0	0	0	0	0	0	0	0	0	0	0	0
105379219	2.349	1.639	1.594	1.763	1.589	0.8879	0.463	0.4267	1.697	2.529	2.423	0.3941	0.6244
112268014	0.06781	0.1217	0.1275	0.3435	0.09178	0.06592	0.4211	0.07392	0.3392	0.1972	0	0.5462	0.3245
286042	0.5331	0.3587	0.5429	0.6002	0.7817	0.3455	0.2759	0.1937	0.7555	0.7321	0.5501	0.7157	4.82
157285	16.25	22.18	21.98	28.86	34.19	2.334	3.877	2.55	13.57	10.24	15.46	2.107	15.06
105379222	0	0	0	0	0	0	0	0	0.08509	0	0	0	0
107986913	0	0	0	0	0	0	0	0	0.07399	0	0	0	0
105379224	0.04691	0	0	0	0	0	0	0	0	0	0	0	0
105379225	0	0	0	0	0	0	0	0	0	0	0	0	0
137075	33.75	23.97	15.59	17.59	14.07	10.97	15.88	9.957	16.44	11.8	11.65	2.061	2.931
9258	54.65	52.07	56.43	52.73	64.27	52.93	65.02	66.94	70.63	63.66	63.82	7.932	13.21
90459	19.48	17.68	21.97	24.73	27.06	10.34	9.088	8.894	8.309	8.756	10.7	5.679	11.1
105379227	0	0	0	0	0	0	0	0	0	0	0	0.2354	0
100616350	0	0	0	0	0	0	0	0	0	0	0	0	0
109616996	0	0	1.158	0	0	0	0	0	0	0	0	0	0
79660	20.87	23.73	32.13	26.05	23.72	5.532	4.786	5.109	8.628	10.78	8.36	3.965	10.11
102724880	0.1115	0.05002	0.5241	0.1883	0.03773	0	0	0	0	0.05405	0	0.0842	0.3113
101929128	0.1586	0	0	0.2678	0	0	0	0	0	0	0	0.6386	0
157273	0	0	0	0	0	0	0	0	0	0	0	0.03316	0.05255
105379228	0	0	0	0	0	0	0	0	0	0	0	0	0
105379231	0	0	0	0	0	0	0	0	0	0	0	0	0
105379230	0	0	0	0	0	0	0	0	0	0	0	0	0
8658	5.418	5.783	6.304	6.276	4.429	4.966	6.985	4.607	6.562	6.659	4.915	8.223	17.74
693182	0	0	0	0	0	0	0	0	0	0	0	0	0
157627	0	0	0	0	0	0	0	0	0	0	0	0	7.119
406907	0	0	0	0	0	0	0	0	0	0	0	0	0
105379234	0	0	0	0	0	0	0	0	0	0	0	0	0.1002
4482	21.56	22.32	15.6	19.07	24.04	8.496	11.1	11.72	20.21	18.15	27.56	11.77	12.58
101929191	0.4161	0.5599	0	0	0.5632	0	0.5537	0.2268	0	0.2017	0.184	0.8378	0
112268021	0.05155	0.0925	0.09691	0.2031	0.04652	0.01671	0.1829	0.07493	0.2579	0.2332	0.1672	0.8478	0.9047
203074	0	0	0	0	0	0	0	0	0	0	0	0	0
105379237	0	0	0	0	0	0	0	0	0	0	0	0	0
94137	0	0	0.0133	0.02389	0	0	0	0.01542	0	0.01371	0	0	0.1129
100422982	0	0	0	0	0	0	0	0	0	0	0	0	0
203076	0	0	0	0	0	0	0	0	0	0	0	0	0
83595	0	0.06328	0.06629	0.1489	0.04773	0.1371	0.2503	0.07689	0.1764	0	0	0.142	0.3376
102723313	0	0	0.07623	0.1027	0.05489	0	0.1439	0.04421	0	0.1179	0.03587	0.1633	0.1294
54984	9.533	11.27	10.72	13.23	10.85	8.636	11.15	9.211	10.19	8.82	9.134	8.143	19.12
100302166	0	0	0	0	0	0	0	0	0	0	0	0	0
101929229	0	0	0	0.2151	0	0.2477	0	0	0	0	0	0	0
101929248	0	0.01308	0	0	0	0	0.02586	0	0	0.01413	0.01289	0	0.02325
112268022	0.004027	0	0.003785	0.017	0	0.003915	0.007144	0	0	0.01171	0.007123	0	0.02569
286046	0.2061	0.1958	0.1026	0.05119	0.2462	0.1061	0.1721	0.1322	0.1819	0.1645	0.2145	0.3052	0.9671
693183	0	0	0	0	0	0	0	0	0	0	0	0	0
101929269	0	0	0	0	0	0	0	0	0	0	0	0	0
107986915	0	0	0	0	0	0	0	0	0	0	0.3036	0	0
66036	7.964	8.569	6.607	8.227	6.403	6.719	8.604	6.176	8.041	6.714	6.27	10.68	14.05
101929290	0.09641	0.2595	0	0.407	0	0.09373	0.2566	0	0	0.3738	0	0.5824	1.384
83650	0	0	0	0	0	0	0	0	0	0	0.167	0	0
157739	0	0	0.07853	0.07054	0	0	0	0	0	0	0	0	0
100129129	0	0	0	0	0	0	0	0	0	0	0	0.1026	0
83656	0	0	0	0	0	0	0	0	0	0	0	0	0
83648	0.6775	1.406	1.194	1.484	1.548	0.4117	0.3569	0.4847	1.292	1.067	1.03	0.6182	0.4729
640	0	0	0	0	0.04479	0	0	0.03608	0	0	0	0.3665	0.1584
105379241	0	0	0	0	0	0	0	0	0	0	0	0	0
83655	0	0	0	0	0	0	0	0	0	0	0	0	0
105379242	0	0	0	0	0	0	0	0	0	0	0	0	0
2626	0	0	0	0.01829	0	0	0	0	0	0	0	0	0
106635531	0	0	0	0	0	0	0	0	0	0	0	0	0
606553	0.05761	0	0.05415	0	0	0	0	0	0	0.05585	0	0	0
252969	4.707	5.993	4.847	7.247	7.495	1.38	2.702	3.396	6.855	5.301	7.041	2.021	3.258
105379243	2.457	2.882	1.243	2.234	2.302	0.5511	1.006	1.03	3.214	1.282	2.674	1.142	1.206
2222	69.21	62.88	53.34	62.8	56.6	60.78	73.78	53.14	81.72	76.71	82.82	43.3	250
1508	9200	9114	9185	5469	9533	6599	5249	8214	8921	9155	9040	489	343.3
105379244	0	0	0	0	0	0	0	0	0	0	0	0	0
112268017	0	0	0	0	0	0	0	0	0	0	0	0	0
613210	0	0	0	0	0	0	0	0	0	0	0.4231	0	0
613209	0	0	0	0	0	0	0	0	0	0	0	0	0
613211	0	0	0	0	0	0	0	0	0	0	0	0	0
105379245	0	0	0	0	0	0	0	0	0	0	0	0	0
105379246	0	0	0	0	0	0	0.2012	0	0	0	0	0	0
100133267	0	0	0	0	0	0	0	0	0	0	0	0	0
728957	0	0	0	0	0	0	0	0	0	0	0	0	0.0474
100132923	0.1059	0.09498	0	0.08938	0	0.1029	0	0.2308	0.1059	0	0.3745	0.3198	0
392196	0	0	0	0	0	0	0	0	0	0	0	0	0
392197	0	0	0	0	0	0	0	0	0	0	0	0	0
377630	0	0	0	0	0	0	0	0	0	0	0	0	0
729689	0	0	0	0	0	0	0.1273	0	0	0	0	0	0
85002	1.115	0.9767	0.9484	0.9416	0.8985	0.3356	0.3298	0.4921	1.142	1.21	1.01	0.3208	0.593
619423	1.166	0.9908	1.557	1.399	1.329	0.4772	0.4354	0.2675	1.473	2.379	1.628	0.2471	0.3915
245940	0	0	0	0	0	0	0	0	0	0	0	0	0
100133172	0.1463	0	0	0	0	0	0	0	0	0.1418	0.1294	0.1473	0.2334
649352	0	0	0	0	0	0	0	0	0	0	0	0	0
245912	0	0	0	0	0	0	0	0	0	0	0	0.604	0
389633	0	0	0	0	0	0	0.05305	0	0	0	0	0	0.0954
653333	0.5524	0.6195	0.2596	0.5247	0.3738	0.1343	0.1838	0.3011	0.8289	0.6024	0.4886	0.2086	0.3305
100506990	5.182	3.01	5.255	4.053	4.061	1.724	1.379	1.041	3.11	7.112	4.222	0.714	0.9137
729732	0.02847	0.1533	0.08029	0.2404	0.1156	0.08304	0.4041	0.09312	0.2564	0.138	0.02518	0.6307	0.2271
100847038	0	0	0	0	0	0	0	0	0	0	0	0	0
91694	10.81	7.9	8.728	7.975	6.501	22.49	14.51	14.98	11.96	10.81	8.709	4.406	14.26
100500870	0	0	0	0	0	0	0	0	0	0	0	0	0
100500838	0	0	0	0	0	0	0	0	0	0	0	0	0
340357	0	0	0	0	0	0	0	0	0	0	0	0	0
101409254	0	0	0	0	0	0	0	0	0	0	0	0	0
105379289	0	0	0	0	0	0	0	0.1791	0	0	0	0	0
57604	0.1932	0.1485	0.1124	0.2175	0.137	0.03577	0.04896	0.04011	0.1288	0.07133	0.1058	0.07409	0.02935
10395	0.568	0.5871	0.6963	1.188	0.7353	0.4321	1.577	0.8749	0.6052	0.2154	0.4477	0.3481	0.3348
101930149	0	0	0	0	0	0	0	0	0	0	0	0	0
157773	0.07985	0.1433	0	0	0.3242	0	0	0.08704	0.1597	0	0.2119	0	0
102725080	0	0	0	0	0	0	0	0	0	0	0	0	0
107986916	0	0	0	0	0	0	0	0	0	0	0	0	0
105379292	0	0	0	0	0	0	0	0	0	0	0	0	0
137868	0	0	0	0	0	0	0	0	0.01544	0	0	0.01554	0
494332	0	0	0	0	0	0	0	0	0	0	0	0	0
7991	0	0	0	0	0.01526	0	0	0	0	0	0	0	0
4481	688.2	482.9	377.7	424.3	427.3	280.6	263.1	359.2	611.9	614.5	654.6	6.661	3.55
101929028	0.06348	0.02278	0	0.02144	0	0.01234	0.01126	0	0.06351	0	0.03369	0	0
105379297	0	0	0	0	0	0	0	0	0	0	0	0	0
26281	0	0	0	0	0	0	0	0	0	0.05973	0	0.1241	0.0983
286097	0.01649	0.02959	0.0465	0.03713	0.02976	0	0.01463	0.01798	0.03849	0.06927	0.0389	0.03321	0.1403
51201	18.86	19.32	17.63	17.62	19.95	11.14	12.75	13.14	20.53	19.63	23.96	14.05	20.65
107986918	0	0	0	0	0	0	0.01392	0.0171	0	0	0	0.1106	0.02503
29883	14.59	14.01	15.06	14.67	13.79	12.16	12.12	10.76	12.64	13.46	13.95	15.94	27.23
137492	7.547	7.885	8.44	6.702	7.448	9.891	9.568	7.769	7.444	7.584	7.173	5.396	8.366
9108	1.359	1.219	1.468	0.8569	1.057	1.26	1.261	1.089	1.109	1.226	1.05	1.604	2.117
102724838	0	0	0	0	0	0	0	0	0	0	0	0	0
6542	0.06973	0.1001	0.09176	0.2708	0.1888	0.02712	1.064	0.2585	0.01395	0.01352	0.07401	0	10.3
5157	0.7693	0.4778	0.7231	1.399	0.4806	1.553	2.415	3.096	0.8288	0.6883	0.2617	0.1192	0.472
107986919	0	0	0	0	0	0	0	0	0	0	0	0	0
57509	10.54	11.3	10.36	10.17	8.928	2.105	2.413	2.797	9.019	7.249	7.556	0.05496	1.379
100422850	0	0	0	1.197	0	0	0	0	0	0	0	0	0
101930275	0.3925	0.1585	0.3874	0.6131	0.2125	0.1145	0.1915	0.214	0.2749	0.2473	0.3819	0	0.06262
2267	0.1783	0.1599	0.2513	0.1881	0.1206	0	0	0	0.04458	0	0	0.04487	0.0711
5108	53.55	54.11	51.01	70.99	47.41	16.14	26.33	17.64	45.94	36.8	35.42	26.17	80.45
427	1304	1219	1323	1088	1157	863.3	768.9	898.4	1230	1357	1388	496	247.6
101929066	0.4048	0.2824	0.3382	0.6075	0.3044	0.2623	0.2394	0.2451	0.3599	0.3924	0.5569	0.317	0.4305
9	6.53	6.397	5.671	6.329	6.187	5.789	6.511	6.378	5.408	4.329	5.683	3.55	5.417
10	0	0.05853	0.06132	0.05508	0.1766	0	0.05787	0.2845	0	0	0.2308	0	0.4163
23362	9.553	7.743	8.306	12.66	8.687	11.85	18.84	9.541	7.434	6.494	7.676	0.09079	7.802
107986868	0	0	0	0	0	0	0	0	0	0	0	0	0.4002
105379303	0	0	0	0	0	0	0	0	0	0	0	0	0
105379301	0	0	0	0	0	0	0	0	0.05386	0	0	0	0
100128993	0.1119	0.1004	0.1052	0.0945	0.303	0.1088	0.09929	0	0.5598	0.1085	0.396	0	0
105379300	0	0	0	0	0	0	0	0	0	0	0	0	0
105379306	0	0	0	0	0	0	0	0	0	0	0	0	0
63898	0.2589	0.4356	0.03042	0.164	0.3943	0.06293	0.201	0	0.8095	0.06275	0.1145	0.03259	6.558
102724881	0	0.0554	0	0	0	0	0	0	0	0.05986	0	0	0
55790	0.1964	0.2411	0.4275	0.1833	0.3917	0.1005	0.00917	0.0338	0.4239	1.192	0.8228	3.382	1.979
105379308	0	0	0	0	0	0	0	0	0	0	0	0.3237	0
107986920	0	0	0	0	0	0	0	0.4197	0	0	0.1703	0.1938	0
